ward,target
21306004: Ward 4,29.851011971860704
21306005: Ward 5,34.44268423619341
21306006: Ward 6,36.26492811307247
21306007: Ward 7,36.04758085481904
21306008: Ward 8,34.222233437900634
21306009: Ward 9,35.512616516471354
21306010: Ward 10,41.36444854931234
21306011: Ward 11,30.367246076349733
21306012: Ward 12,36.57909771923035
21306013: Ward 13,34.55540337164561
21306014: Ward 14,29.440818340571862
21306015: Ward 15,27.88513184324636
21306016: Ward 16,30.509215692764492
21306017: Ward 17,35.51568100096766
21307001: Ward 1,39.327398029520445
21307002: Ward 2,35.82070287569168
21307003: Ward 3,35.0104797187986
21307004: Ward 4,37.2569669647259
21307005: Ward 5,35.78557180020635
21307006: Ward 6,37.2646242603914
21307007: Ward 7,38.842828983190735
21307008: Ward 8,36.655392954482444
21307009: Ward 9,34.68720320476703
21307010: Ward 10,27.245234727679282
21307011: Ward 11,25.251133842460554
21307012: Ward 12,39.81334583754043
21307013: Ward 13,39.74828397309925
21307014: Ward 14,37.21856031914315
21307015: Ward 15,38.653937206451566
21307016: Ward 16,39.736105565107266
21307017: Ward 17,36.70561385456907
21307018: Ward 18,36.65026323119358
21307019: Ward 19,36.699291303106186
21307020: Ward 20,37.1040816726174
21308001: Ward 1,20.494324240586014
21308002: Ward 2,29.97403521579678
21308003: Ward 3,34.58350019856357
21308004: Ward 4,21.619490170559768
21308005: Ward 5,27.800636494507767
21308006: Ward 6,32.825433995780855
21308007: Ward 7,37.367819164068685
21308008: Ward 8,35.83149786808741
21308009: Ward 9,36.120876508915885
21401001: Ward 1,33.18074634337954
21401002: Ward 2,26.94996211466725
21401003: Ward 3,26.67506010568571
21401004: Ward 4,27.73134290876153
21401005: Ward 5,35.15893103601726
21401006: Ward 6,35.749717381933124
21401007: Ward 7,34.714385116485495
21401008: Ward 8,40.03066542343023
21401009: Ward 9,38.42914058716072
21401010: Ward 10,44.853203513412005
21401011: Ward 11,38.46127039100364
21401012: Ward 12,38.06729316606486
21401013: Ward 13,40.98196174918476
21401014: Ward 14,40.73311752964468
21401015: Ward 15,43.24501635608857
21401016: Ward 16,31.61267961630321
21401017: Ward 17,27.014090514510112
21402001: Ward 1,39.324553019398586
21402002: Ward 2,39.185227142384285
21402003: Ward 3,37.55397269764329
21402004: Ward 4,36.45497452712708
21402005: Ward 5,38.394523254326906
21402006: Ward 6,38.107555159836636
21402007: Ward 7,35.82474255825617
21402008: Ward 8,28.13578570360381
21402009: Ward 9,33.24480868882329
21402010: Ward 10,25.634832484683102
21402011: Ward 11,30.211179835645474
21402012: Ward 12,33.974722509557104
21402013: Ward 13,35.74912365191546
21402014: Ward 14,28.89454197432512
21402015: Ward 15,27.44183608944373
21402016: Ward 16,23.458053966229404
21402017: Ward 17,33.98269289613697
21503001: Ward 1,35.51290825330711
21503002: Ward 2,38.78915330379861
21503003: Ward 3,41.66645997332544
21503004: Ward 4,39.04097809196425
21503005: Ward 5,39.50620556515287
21503006: Ward 6,32.77432076144931
21503007: Ward 7,38.82952247036935
21503008: Ward 8,39.7234743621966
21503009: Ward 9,35.07671968893751
21503010: Ward 10,43.10810546585984
21503011: Ward 11,40.977336228199626
21503012: Ward 12,44.53094117684285
21503013: Ward 13,37.90856579898971
21503014: Ward 14,29.75929606181577
21503015: Ward 15,21.05652008755573
21503016: Ward 16,41.59067326941415
21503017: Ward 17,40.04047123678377
21503018: Ward 18,44.259172896102875
21503019: Ward 19,31.989632928227717
21503020: Ward 20,37.25404722027983
21503021: Ward 21,33.45973787763962
21503022: Ward 22,35.92691180184341
21503023: Ward 23,44.16528348699245
21503024: Ward 24,40.08433272261881
21503025: Ward 25,41.68332689898933
21503026: Ward 26,41.36907242129021
21503027: Ward 27,35.750138141963774
21503028: Ward 28,41.10999164351558
21503029: Ward 29,39.30550733514854
21503030: Ward 30,40.345909763343215
21503031: Ward 31,39.15678086898772
21504001: Ward 1,43.41735985785776
21504002: Ward 2,42.57194733643248
21504003: Ward 3,46.14141210984289
21504004: Ward 4,40.42718969882502
21504005: Ward 5,37.41236732131069
21504006: Ward 6,23.17860332005806
21504007: Ward 7,45.02368291066719
21504008: Ward 8,41.90783343034732
21504009: Ward 9,44.493648749645956
21504010: Ward 10,39.59485019472225
21504011: Ward 11,44.70806877178957
21504012: Ward 12,44.119620545448235
21504013: Ward 13,42.61534979138574
21504014: Ward 14,43.1935306139722
21504015: Ward 15,44.549488633827494
21504016: Ward 16,44.164848678751746
21504017: Ward 17,44.7661355755187
21504018: Ward 18,41.32370353309529
21504019: Ward 19,40.47210428878443
21504020: Ward 20,44.77471586349602
21505001: Ward 1,42.45284751866686
21505002: Ward 2,48.28115820467637
21505003: Ward 3,40.36695727204343
21505004: Ward 4,41.55418290616295
21505005: Ward 5,41.769485532186174
21505006: Ward 6,43.67750037220398
21505007: Ward 7,30.311581290325016
21505008: Ward 8,35.84489917886249
21505009: Ward 9,34.76079899261787
21505010: Ward 10,33.03733490462758
21505011: Ward 11,30.69284378053672
21505012: Ward 12,30.660240493423245
21505013: Ward 13,35.31604335003125
21505014: Ward 14,38.57586789218079
21505015: Ward 15,36.85815365146
21505016: Ward 16,43.77831645500398
21505017: Ward 17,44.53709207094864
21505018: Ward 18,41.95035264301215
21505019: Ward 19,44.407076473774296
21505020: Ward 20,45.669130701632106
21505021: Ward 21,32.58947127975946
21505022: Ward 22,43.87899415175633
21505023: Ward 23,43.872171466700564
21505024: Ward 24,43.539913632060234
21505025: Ward 25,39.145446753582256
21505026: Ward 26,41.011768912199784
21505027: Ward 27,44.93389915796582
21505028: Ward 28,46.60788692228268
21505029: Ward 29,41.56502078132747
21505030: Ward 30,40.061040118174866
21505031: Ward 31,41.5011310313667
21506001: Ward 1,38.61743337874502
21506002: Ward 2,29.28935935453619
21506003: Ward 3,35.895333128228316
21506004: Ward 4,34.74977842117736
21506005: Ward 5,38.00474903792479
21506006: Ward 6,30.129118634420045
21506007: Ward 7,36.33205084816077
21506008: Ward 8,39.664461217643506
21506009: Ward 9,36.43846241428729
21506010: Ward 10,41.22711215716103
21506011: Ward 11,49.726540564524264
21506012: Ward 12,39.660952437699095
21506013: Ward 13,41.624288400443774
21506014: Ward 14,35.59575928661572
21506015: Ward 15,26.971082685589682
21506016: Ward 16,34.63772178477627
21506017: Ward 17,37.1573664398884
21506018: Ward 18,35.371484627333594
21506019: Ward 19,38.78297649851184
21506020: Ward 20,35.78754116695705
21506021: Ward 21,35.81360535435564
21506022: Ward 22,34.684558606924064
21506023: Ward 23,38.086077934459404
21506024: Ward 24,42.34377203425001
21506025: Ward 25,42.21259213869313
21506026: Ward 26,36.32761283520062
21507001: Ward 1,25.610894708720423
21507002: Ward 2,22.272497795141074
21507003: Ward 3,23.168021867401965
21507004: Ward 4,21.10563942512605
21507005: Ward 5,9.361041459341553
21507006: Ward 6,9.056150341613344
21507007: Ward 7,14.942230999533201
21507008: Ward 8,14.596956251144356
21507009: Ward 9,21.535953443276483
21507010: Ward 10,31.9993786374729
21507011: Ward 11,28.930512702245554
21507012: Ward 12,23.767228492601035
21507013: Ward 13,20.37457622895618
21507014: Ward 14,32.51962720675669
21507015: Ward 15,37.68815327359519
21507016: Ward 16,37.15507296078142
21507017: Ward 17,40.23875270450635
21507018: Ward 18,39.98562389129548
21507019: Ward 19,37.22979471310838
21507020: Ward 20,40.7770901428403
21507021: Ward 21,35.94916606011727
21507022: Ward 22,37.81403419741318
21507023: Ward 23,36.92555414215698
21507024: Ward 24,38.010410983584315
21507025: Ward 25,39.351990733583214
21507026: Ward 26,40.18784904095596
21507027: Ward 27,40.17288319016367
21507028: Ward 28,35.50227359894277
21507029: Ward 29,34.96697466429399
21507030: Ward 30,26.588336734062
21507031: Ward 31,39.13738329876615
21507032: Ward 32,34.01121020763514
21507033: Ward 33,29.578236608505318
21507034: Ward 34,40.62535988972521
21507035: Ward 35,35.858777263642324
24401001: Ward 1,28.9474161968439
24401002: Ward 2,27.86303933938065
24401003: Ward 3,35.3264021018048
24401004: Ward 4,37.72266065213894
24401005: Ward 5,36.14218391074527
24401006: Ward 6,37.48497520794185
24401007: Ward 7,36.34095112500723
24401008: Ward 8,33.97474867108209
24401009: Ward 9,34.84264719852501
24401010: Ward 10,35.6176484815771
24401011: Ward 11,38.09287786829551
24401012: Ward 12,44.46842380873687
24401013: Ward 13,34.74032615081941
24401014: Ward 14,36.40263549178349
24401015: Ward 15,40.72177199395561
24401016: Ward 16,35.43085211181407
24401017: Ward 17,34.22780389867543
24401018: Ward 18,31.404566883429222
24401019: Ward 19,12.880983430677048
24401020: Ward 20,27.073226805349545
24401021: Ward 21,33.525607936547196
24401022: Ward 22,31.037735181699603
24401023: Ward 23,34.36318670627682
24401024: Ward 24,37.075988145590074
24401025: Ward 25,40.620418835047126
24401026: Ward 26,26.70453225573434
24402001: Ward 1,35.98109791146115
24402002: Ward 2,40.55076986625819
24402003: Ward 3,37.34906249503638
24402004: Ward 4,36.76462583261966
24402005: Ward 5,37.92848759715431
24402006: Ward 6,36.1127017179729
24402007: Ward 7,26.23011067209125
24402008: Ward 8,39.25771727154242
24402009: Ward 9,37.81248858643412
24402010: Ward 10,37.77428376954488
24402011: Ward 11,37.44026977155716
24402012: Ward 12,34.37379031919008
24402013: Ward 13,37.29674654706847
24402014: Ward 14,38.97557615831865
24402015: Ward 15,37.168186797267545
24402016: Ward 16,30.50515769532851
24402017: Ward 17,33.935471119135926
24402018: Ward 18,17.977585679605582
24402019: Ward 19,35.00580763785155
24402020: Ward 20,33.048960094125064
24402021: Ward 21,35.67642251527812
24402022: Ward 22,34.22073283202825
24402023: Ward 23,35.34050770118219
24402024: Ward 24,36.10547423147026
24402025: Ward 25,34.971837367284564
24402026: Ward 26,40.80095442817148
24402027: Ward 27,33.57805570279555
24403001: Ward 1,27.53949579059822
24403002: Ward 2,42.73136991428038
24403003: Ward 3,40.900220453006646
24403004: Ward 4,41.861999847517595
24403005: Ward 5,41.771015355118536
24403006: Ward 6,38.63656468678387
24403007: Ward 7,40.30038522946285
24403008: Ward 8,38.625420922304926
24403009: Ward 9,42.84611462744711
24403010: Ward 10,39.30374774740542
24403011: Ward 11,37.76414561111702
24403012: Ward 12,41.44299458749968
24403013: Ward 13,33.53330471020602
24403014: Ward 14,42.96784119983906
24403015: Ward 15,40.78149009227541
24403016: Ward 16,39.4224465968351
24403017: Ward 17,40.484562878667695
24403018: Ward 18,40.51997373747736
24403019: Ward 19,43.424418585557554
24403020: Ward 20,40.16831138886012
24403021: Ward 21,39.1368239535305
24403022: Ward 22,37.96621129583741
24403023: Ward 23,32.37626311197434
24403024: Ward 24,24.832947984429314
24403025: Ward 25,39.12849355933724
24403026: Ward 26,40.19873634091354
24403027: Ward 27,39.99801324249971
24403028: Ward 28,38.53324948232415
24403029: Ward 29,38.942905991035474
24403030: Ward 30,37.083998157446885
24403031: Ward 31,40.43593844632128
24404001: Ward 1,35.91334703553161
24404002: Ward 2,36.96390211208744
24404003: Ward 3,41.003497060081884
24404004: Ward 4,38.13308432154013
24404005: Ward 5,41.918208199673394
24404006: Ward 6,39.12183566628124
24404007: Ward 7,38.201716784392026
24404008: Ward 8,37.57709047796356
24404009: Ward 9,28.530147746764815
24404010: Ward 10,38.67500030488055
24404011: Ward 11,37.60475375439734
24404012: Ward 12,43.16891124829931
24404013: Ward 13,36.48489656756805
24404014: Ward 14,37.4901934446303
24404015: Ward 15,37.737041260109
24404016: Ward 16,42.28362892125389
24404017: Ward 17,41.65957544302717
29200001: Ward 1,17.90025117920731
29200002: Ward 2,19.33443177432834
29200003: Ward 3,16.248730519543397
29200004: Ward 4,8.092398310067
29200005: Ward 5,22.412051368969415
29200006: Ward 6,21.017197242969964
29200007: Ward 7,23.684678352451016
29200008: Ward 8,21.17825320048566
29200009: Ward 9,12.78559676709893
29200010: Ward 10,14.580138597214923
29200011: Ward 11,21.566294874491977
29200012: Ward 12,22.196888706549426
29200013: Ward 13,20.27004256152482
29200014: Ward 14,21.528751606607333
29200015: Ward 15,13.358432098348217
29200016: Ward 16,11.82045497087178
29200017: Ward 17,22.630518182469487
29200018: Ward 18,10.43986180632903
29200019: Ward 19,13.438349969112764
29200020: Ward 20,20.17744995272876
29200021: Ward 21,19.40907428572129
29200022: Ward 22,19.330881537869466
29200023: Ward 23,20.690043189740198
29200024: Ward 24,23.91674758595413
29200025: Ward 25,19.418627073978143
29200026: Ward 26,29.259003917297413
29200027: Ward 27,6.8257674688096825
29200028: Ward 28,11.401525506872172
29200029: Ward 29,16.36001397262138
29200030: Ward 30,20.802580549279067
29200031: Ward 31,15.605889535365915
29200032: Ward 32,34.62237840403134
29200033: Ward 33,28.81029325084975
29200034: Ward 34,26.470156094537117
29200035: Ward 35,15.664044238595032
29200036: Ward 36,25.436410529474088
29200037: Ward 37,12.350073903615709
29200038: Ward 38,27.384795946921354
29200039: Ward 39,18.951573287641978
29200040: Ward 40,26.27891101488718
29200041: Ward 41,14.788611494020458
29200042: Ward 42,22.091749609576784
29200043: Ward 43,19.04995735763767
29200044: Ward 44,17.336695548207622
29200045: Ward 45,21.314560515615184
29200046: Ward 46,13.08393334177919
29200047: Ward 47,14.182728858845064
29200048: Ward 48,19.64726005003614
29200049: Ward 49,30.11344386454142
29200050: Ward 50,21.94529812782459
29300001: Ward 1,12.925788607248727
29300002: Ward 2,11.401654487596087
29300003: Ward 3,8.591069905956925
29300004: Ward 4,17.4242578254007
29300005: Ward 5,12.241398413296988
29300006: Ward 6,7.846699524541714
29300007: Ward 7,9.468971020783012
29300008: Ward 8,5.574183543936552
29300009: Ward 9,6.790822770994652
29300010: Ward 10,11.123657100877086
29300011: Ward 11,9.532731842809
29300012: Ward 12,6.818927108781681
29300013: Ward 13,20.273396288076423
29300014: Ward 14,19.77666739212127
29300015: Ward 15,20.298288170813052
29300016: Ward 16,17.981316919889363
29300017: Ward 17,20.507645984323005
29300018: Ward 18,20.702333396074774
29300019: Ward 19,19.921777106090257
29300020: Ward 20,19.384509578015233
29300021: Ward 21,19.23508382860819
29300022: Ward 22,19.825804423470085
29300023: Ward 23,17.568979280808417
29300024: Ward 24,19.241392697109486
29300025: Ward 25,21.17401563875393
29300026: Ward 26,19.37142674760679
29300027: Ward 27,21.06631688729048
29300028: Ward 28,17.121855536668015
29300029: Ward 29,13.189129625334257
29300030: Ward 30,16.86701434367332
29300031: Ward 31,12.0647135555391
29300032: Ward 32,14.710185084505461
29300033: Ward 33,20.893981888837114
29300034: Ward 34,14.154473917988973
29300035: Ward 35,13.347885670966516
29300036: Ward 36,15.103620632087853
29300037: Ward 37,17.529336286631484
29300038: Ward 38,18.949898334995513
29300039: Ward 39,3.9116049793842267
29300040: Ward 40,12.463001237327436
29300041: Ward 41,17.78797243901649
29300042: Ward 42,22.474823774620724
29300043: Ward 43,20.92946356814435
29300044: Ward 44,20.922262088254772
29300045: Ward 45,21.219853437469624
29300046: Ward 46,20.675138661182352
29300047: Ward 47,22.28394317821616
29300048: Ward 48,12.412640388462624
29300049: Ward 49,12.95879747831837
29300050: Ward 50,20.594623006734267
29300051: Ward 51,5.4392334143278
29300052: Ward 52,10.797672697901156
29300053: Ward 53,12.39067249529587
29300054: Ward 54,21.62427936267802
29300055: Ward 55,19.723210310454295
29300056: Ward 56,20.805115396122787
29300057: Ward 57,18.849526113291134
29300058: Ward 58,17.297407295471462
29300059: Ward 59,15.55051251973683
29300060: Ward 60,14.963698715099767
10101001: Ward 1,15.8052387309198
10101002: Ward 2,14.21794118118401
10101003: Ward 3,16.66775762599751
10101004: Ward 4,14.553875043613143
10101005: Ward 5,10.55165664502724
10101006: Ward 6,15.249648295671001
10101007: Ward 7,13.207352713023358
10101008: Ward 8,13.403091683572619
10102001: Ward 1,17.54542522102017
10102002: Ward 2,11.635873688991875
10102003: Ward 3,16.568715799896932
10102004: Ward 4,14.992817007785742
10102005: Ward 5,12.829833849432248
10102006: Ward 6,27.57445440341415
10103001: Ward 1,9.285630297601209
10103002: Ward 2,16.988737787560257
10103003: Ward 3,11.620740455307416
10103004: Ward 4,14.878020175591779
10103005: Ward 5,15.437298579698815
10103006: Ward 6,7.668155027067817
10103007: Ward 7,8.145182318367144
10104001: Ward 1,13.721564762389406
10104002: Ward 2,17.228798736774763
10104003: Ward 3,13.913202035662742
10104004: Ward 4,18.11302184199037
10104005: Ward 5,1.660160324256727
10104006: Ward 6,5.988538200186773
10104007: Ward 7,12.150583239117118
10104008: Ward 8,2.7405002271741856
10104009: Ward 9,13.739093839115096
10104010: Ward 10,7.6574416377182954
10104011: Ward 11,5.745813378059666
10104012: Ward 12,15.057172610828687
10104013: Ward 13,4.568367138545639
10105001: Ward 1,11.126068032817845
10105002: Ward 2,11.418360238586406
10105003: Ward 3,12.172225819877525
10105004: Ward 4,14.440492433149256
10105005: Ward 5,7.00166305406771
10105006: Ward 6,15.195519765145388
10105007: Ward 7,13.36350295949747
10105008: Ward 8,6.8830267349799605
10105009: Ward 9,16.346892978824553
10105010: Ward 10,3.9879795279521852
10105011: Ward 11,15.377860891564122
10105012: Ward 12,15.092989903565176
10202001: Ward 1,19.74334911294505
10202002: Ward 2,13.73541284684709
10202003: Ward 3,10.529784816482785
10202004: Ward 4,10.370649882565907
10202005: Ward 5,10.11195005063773
10202006: Ward 6,14.239883662356778
10202007: Ward 7,14.484522072111151
10202008: Ward 8,11.730334108942198
10202009: Ward 9,9.71592899857631
10202010: Ward 10,17.396279396261445
10202011: Ward 11,16.297560142244652
10202012: Ward 12,16.21852031559128
10203001: Ward 1,10.766392967272964
10203002: Ward 2,4.828799308780788
10203003: Ward 3,13.382756070729485
10203004: Ward 4,8.129495811577357
10203005: Ward 5,18.24230487631393
10203006: Ward 6,18.685151610635195
10203007: Ward 7,9.738228440114241
10203008: Ward 8,18.62156628983678
10203009: Ward 9,18.865341531001526
10203010: Ward 10,11.449537052338798
10203011: Ward 11,9.118477472137187
10203012: Ward 12,17.669551834717314
10203013: Ward 13,12.289636272107337
10203014: Ward 14,17.1470170678161
10203015: Ward 15,5.505091556284757
10203016: Ward 16,19.724035542490416
10203017: Ward 17,6.3795931914375625
10203018: Ward 18,10.10127949374781
10203019: Ward 19,1.927752358853783
10203020: Ward 20,9.079403849536442
10203021: Ward 21,15.773507438277793
10203022: Ward 22,3.1624929658318686
10203023: Ward 23,5.512617371845257
10203024: Ward 24,20.836917257754955
10203025: Ward 25,11.742900946949206
10203026: Ward 26,9.536298130586019
10203027: Ward 27,16.226707778323956
10203028: Ward 28,10.666232118549338
10203029: Ward 29,9.276949931981115
10203030: Ward 30,16.386553137395357
10203031: Ward 31,15.444179587968364
10204001: Ward 1,12.667387007774952
10204002: Ward 2,18.306050819350926
10204003: Ward 3,10.43204238778431
10204004: Ward 4,6.894699528565097
10204005: Ward 5,10.395352699171124
10204006: Ward 6,8.263485008691008
10204007: Ward 7,21.641662830374127
10204008: Ward 8,8.883053958234342
10204009: Ward 9,14.64922362797612
10204010: Ward 10,19.077317880066317
10204011: Ward 11,8.7435346584521
10204012: Ward 12,20.856725872762983
10204013: Ward 13,12.334232570750409
10204014: Ward 14,20.98263256379251
10204015: Ward 15,21.9837214555562
10204016: Ward 16,15.932218829338964
10204017: Ward 17,5.80582663503887
10204018: Ward 18,19.39226068990569
10204019: Ward 19,10.714347215000036
10204020: Ward 20,10.0738575033613
10204021: Ward 21,8.746705744842696
10204022: Ward 22,11.511824263927277
10205001: Ward 1,19.153900242768053
10205002: Ward 2,17.883138369256233
10205003: Ward 3,19.599338081679914
10205004: Ward 4,20.39616965110684
10205005: Ward 5,16.10368096511044
10205006: Ward 6,5.634599175861206
10205007: Ward 7,2.5242577930802788
10205008: Ward 8,15.783273875899681
10205009: Ward 9,13.004028641005853
10205010: Ward 10,13.335698243769578
10205011: Ward 11,9.70764799702501
10205012: Ward 12,9.583164543064537
10205013: Ward 13,7.979826385229413
10205014: Ward 14,12.02449986411305
10205015: Ward 15,5.700620073955524
10205016: Ward 16,19.326261949665913
10205017: Ward 17,27.873193383745235
10205018: Ward 18,20.82950416283523
10205019: Ward 19,20.35672657196061
10205020: Ward 20,17.525047174693356
10205021: Ward 21,16.703911792269622
10206001: Ward 1,8.65711634555274
10206002: Ward 2,12.612764495753972
10206003: Ward 3,15.048447768231746
10206004: Ward 4,21.146449662857382
10206005: Ward 5,13.695485644298508
10206006: Ward 6,11.106729309320297
10206007: Ward 7,11.953815671621872
10206008: Ward 8,14.160881591240354
10206009: Ward 9,12.353758050047052
10206010: Ward 10,26.885525846264414
10206011: Ward 11,14.116151074845156
10206012: Ward 12,16.2279051669336
10304001: Ward 1,7.56749390479129
10304002: Ward 2,13.045756718990607
10304003: Ward 3,12.214144660437366
10304004: Ward 4,8.517117518650846
10304005: Ward 5,15.588889217565988
10301001: Ward 1,11.442364414022002
